id	word	tier	level	category	written_freq	spoken_freq	zhuyin	pinyin	definition	grammar
28851	愛	基礎	第1級	核心詞	535.0	681.0	ㄞˋ	ài	to love, to be fond of, to like, affection, to be inclined (to do sth), to tend to (happen)	verb
28852	吧	基礎	第1級	核心詞	706.0	748.0	˙ㄅㄚ	ba	(modal particle indicating suggestion or surmise), ...right?, ...OK?, ...I presume.	particle
28853	八	基礎	第1級	核心詞	214.0	163.0	ㄅㄚ	bā	eight, 8	number
28854	爸爸/爸	基礎	第1級	核心詞	226.0	806.0	ㄅㄚˋ ˙ㄅㄚ / ㄅㄚˋ	bàba/bà	(coll.) father, dad, CL:個|个[ge4], 位[wei4]	noun
28855	百	基礎	第1級	核心詞	108.0	77.0	ㄅㄞˇ	bǎi	hundred, numerous, all kinds of	number
28856	半	基礎	第1級	核心詞	334.0	279.0	ㄅㄢˋ	bàn	half, semi-, incomplete, (after a number) and a half	number
28857	本	基礎	第1級	核心詞	745.0	368.0	ㄅㄣˇ	běn	root, stem, origin, source, this, the current, original, inherent, originally, classifier for books, periodicals, files etc	classifier
28858	不	基礎	第1級	核心詞	9278.0	8951.0	ㄅㄨˋ	bù	no, not so, (bound form) not, un-	adverb
28859	茶	基礎	第1級	10.餐飲、烹飪	89.0	449.0	ㄔㄚˊ	chá	tea, tea plant, CL:杯[bei1], 壺|壶[hu2]	noun
28860	車子/車	基礎	第1級	核心詞	275.0	320.0	ㄔㄜ ˙ㄗ / ㄔㄜ	chēzi/chē	car or other vehicle (bicycle, truck etc)	noun
28861	吃	基礎	第1級	核心詞	668.0	1438.0	ㄔ	chī	to eat, to consume, to eat at (a cafeteria etc), to eradicate, to destroy, to absorb, to suffer (shock, injury, defeat etc)	verb
28862	吃飯	基礎	第1級	核心詞	60.0	140.0	ㄔ ㄈㄢˋ	chīfàn	to have a meal, to eat, to make a living	verb
28863	打	基礎	第1級	核心詞	352.0	364.0	ㄉㄚˇ	dǎ	to beat, to strike, to hit, to break, to type, to mix up, to build, to fight, to fetch, to make, to tie up, to issue, to shoot, to calculate, to play (a game), since, from	verb
28864	大	基礎	第1級	核心詞	2110.0	2859.0	ㄉㄚˋ	dà	big, large, great, older (than another person), eldest (as in 大姐[da4 jie3]), greatly, freely, fully, (dialect) father, (dialect) uncle (father's brother)	adjective
28865	大家	基礎	第1級	核心詞	464.0	1712.0	ㄉㄚˋ ㄐㄧㄚ	dàjiā	everyone, influential family, great expert	pronoun
28866	大學	基礎	第1級	8.教育、學習	380.0	219.0	ㄉㄚˋ ㄒㄩㄝˊ	dàxué	university, college, CL:所[suo3]	noun
28867	帶	基礎	第1級	核心詞	450.0	684.0	ㄉㄞˋ	dài	band, belt, girdle, ribbon, tire, area, zone, region, CL:條|条[tiao2], to wear, to carry, to take along, to bear (i.e. to have), to lead, to bring, to look after, to raise	noun
28868	到	基礎	第1級	核心詞	2297.0	3229.0	ㄉㄠˋ	dào	to reach, to arrive, to leave for, to go to, to (a place), until (a time), up to (a point), (verb complement indicating arriving at a place or reaching a point), considerate, thoughtful, thorough	preposition
28869	的	基礎	第1級	核心詞	62002.0	62578.0	ㄉㄜ˙	de	of, ~'s (possessive particle), (used after an attribute), (used to form a nominal expression), (used at the end of a declarative sentence for emphasis), also pr. [di4] or [di5] in poetry and songs	particle
28870	點	基礎	第1級	核心詞	479.0	684.0	ㄉㄧㄢˇ	diǎn	point, dot, drop, speck, o'clock, point (in space or time), to draw a dot, to check on a list, to choose, to order (food in a restaurant), to touch briefly, to hint, to light, to ignite, to pour a liquid drop by drop, (old) one fifth of a two-hour watch 更[geng1], dot stroke in Chinese characters, classifier for items	noun
28871	電話	基礎	第1級	核心詞	167.0	72.0	ㄉㄧㄢˋ ㄏㄨㄚˋ	diànhuà	telephone, CL:部[bu4], phone call, CL:通[tong1], phone number	noun
28872	弟弟/弟	基礎	第1級	核心詞	96.0	88.0	ㄉㄧˋ ˙ㄉㄧ / ㄉㄧˋ	dìdi/dì	younger brother, CL:個|个[ge4], 位[wei4]	noun
28873	東西	基礎	第1級	核心詞	561.0	1120.0	ㄉㄨㄥ ˙ㄒㄧ	dōngxi	thing, stuff, person, CL:個|个[ge4], 件[jian4]	noun
28874	都	基礎	第1級	核心詞	4645.0	7029.0	ㄉㄡ	dōu	all, both, entirely, (used for emphasis) even, already, (not) at all	adverb
28875	對	基礎	第1級	核心詞	3485.0	5883.0	ㄉㄨㄟˋ	duì	right, correct, towards, at, for, concerning, regarding, to treat (sb a certain way), to face, (bound form) opposite, facing, matching, to match together, to adjust, to fit, to suit, to answer, to reply, to add, to pour in (a fluid), to check, to compare, classifier: couple, pair	preposition
28876	對不起	基礎	第1級	6.社交、人際	37.0	65.0	ㄉㄨㄟˋ ㄅㄨˋ ㄑㄧˇ	duìbùqǐ	I'm sorry, excuse me, I beg your pardon, to let (sb) down, to disappoint	interjection
28877	多	基礎	第1級	核心詞	1236.0	1594.0	ㄉㄨㄛ	duō	many, much, too many, in excess, (after a numeral) ... odd, how (to what extent) (Taiwan pr. [duo2]), (bound form) multi-, poly-	adjective
28878	多少	基礎	第1級	核心詞	207.0	272.0	ㄉㄨㄛ ㄕㄠˇ	duōshǎo	number, amount, somewhat	adverb
28879	二	基礎	第1級	核心詞	539.0	227.0	ㄦˋ	èr	two, 2, (Beijing dialect) stupid	number
28880	兒子	基礎	第1級	1.個人資料	277.0	149.0	ㄦˊ ˙ㄗ	érzi	son	noun
28881	分	基礎	第1級	核心詞	225.0	359.0	ㄈㄣ	fēn	to divide, to separate, to distribute, to allocate, to distinguish (good and bad), (bound form) branch of (an organization), sub- (as in 分局[fen1 ju2]), fraction, one tenth (of certain units), unit of length equivalent to 0.33 cm, minute (unit of time), minute (angular measurement unit), a point (in sports or games), 0.01 yuan (unit of money)	verb
28882	高	基礎	第1級	核心詞	496.0	694.0	ㄍㄠ	gāo	high, tall, above average, loud, your (honorific)	adjective
28883	個	基礎	第1級	核心詞	9562.0	20644.0	˙ㄍㄜ	ge	(classifier used before a noun that has no specific classifier), (bound form) individual	classifier
28884	哥哥/哥	基礎	第1級	核心詞	113.0	148.0	ㄍㄜ ˙ㄍㄜ / ㄍㄜ	gēge/gē	older brother, CL:個|个[ge4], 位[wei4]	noun
28885	給	基礎	第1級	核心詞	1039.0	1401.0	ㄍㄟˇ	gěi	to, for, for the benefit of, to give, to allow, to do sth (for sb), (grammatical equivalent of 被), (grammatical equivalent of 把), (sentence intensifier)	preposition
28886	工作	基礎	第1級	3.職業	904.0	994.0	ㄍㄨㄥ ㄗㄨㄛˋ	gōngzuò	to work, (of a machine) to operate, job, work, task, CL:個|个[ge4], 份[fen4], 項|项[xiang4]	verb
28887	國	基礎	第1級	核心詞	256.0	363.0	ㄍㄨㄛˊ	guó	country, nation, state (CL:個|个[ge4]), (bound form) national	noun
28888	孩子	基礎	第1級	核心詞	1345.0	1059.0	ㄏㄞˊ ˙ㄗ	háizi	child	noun
28889	和	基礎	第1級	核心詞	5437.0	2135.0	ㄏㄢˋ / ㄏㄜˊ	hàn/hé	(joining two nouns) and; together with; with (Taiwan pr. [han4]), (math.) sum, to make peace, (sports) to draw, to tie, (bound form) harmonious, (bound form) Japan; Japanese	conjunction
28890	號	基礎	第1級	核心詞	73.0	295.0	ㄏㄠˋ	hào	ordinal number, day of a month, mark, sign, business establishment, size, ship suffix, horn (wind instrument), bugle call, assumed name, to take a pulse, classifier used to indicate number of people	noun
28891	好	基礎	第1級	核心詞	1887.0	5853.0	ㄏㄠˇ	hǎo	good, appropriate, proper, all right!, (before a verb) easy to, (before a verb) good to, (before an adjective for exclamatory effect) so, (verb complement indicating completion), (of two people) close, on intimate terms, (after a personal pronoun) hello	adjective
28892	喝	基礎	第1級	核心詞	250.0	296.0	ㄏㄜ	hē	to drink, variant of 嗬[he1]	verb
28893	很	基礎	第1級	核心詞	3068.0	6550.0	ㄏㄣˇ	hěn	(adverb of degree), quite, very, awfully	adverb
28894	後	基礎	第1級	核心詞	1593.0	891.0	ㄏㄡˋ	hòu	back, behind, rear, afterwards, after, later, post-	direction
28895	話	基礎	第1級	核心詞	589.0	1492.0	ㄏㄨㄚˋ	huà	dialect, language, spoken words, speech, talk, words, conversation, what sb said, CL:種|种[zhong3], 席[xi2], 句[ju4], 口[kou3], 番[fan1]	noun
28896	幾	基礎	第1級	核心詞	963.0	706.0	ㄐㄧˇ	jǐ	how much, how many, several, a few	number
28897	家	基礎	第1級	核心詞	1060.0	1286.0	ㄐㄧㄚ	jiā	home, family, (polite) my (sister, uncle etc), classifier for families or businesses, refers to the philosophical schools of pre-Han China, noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian, CL:個|个[ge4]	noun
28898	叫	基礎	第1級	核心詞	533.0	570.0	ㄐㄧㄠˋ	jiào	to shout, to call, to order, to ask, to be called, by (indicates agent in the passive mood)	verb
28899	腳	基礎	第1級	核心詞	208.0	178.0	ㄐㄧㄠˇ	jiǎo	foot, leg (of an animal or an object), base (of an object), CL:雙|双[shuang1], 隻|只[zhi1], classifier for kicks	noun
28900	姊姊/姐姐/姊/姐	基礎	第1級	核心詞	108.0	328.0	ㄐㄧㄝˇ ˙ㄐㄧㄝ / ㄐㄧㄝˇ	jiějie/jiě	older sister, Taiwan pr. [jie3 jie5]	noun
28901	今年	基礎	第1級	核心詞	44.0	343.0	ㄐㄧㄣ ㄋㄧㄢˊ	jīnnián	this year	time
28902	今天	基礎	第1級	核心詞	290.0	1071.0	ㄐㄧㄣ ㄊㄧㄢ	jīntiān	today, the present time, now	time
28903	就	基礎	第1級	核心詞	7262.0	16921.0	ㄐㄧㄡˋ	jiù	(after a suppositional clause) in that case, then, (after a clause of action) as soon as, immediately after, (same as 就是[jiu4 shi4]) merely, nothing else but, simply, just, precisely, exactly, only, as little as, as much as, as many as, to approach, to move towards, to undertake, to engage in, (often followed by 著|着[zhe5]) taking advantage of, (of food) to go with, with regard to, concerning, (pattern: 就[jiu4] ... 也[ye3] ...) even if ... still ..., (pattern: 不[bu4] ... 就[jiu4] ...) if not ... then must be ...	adverb
28904	久	基礎	第1級	核心詞	276.0	293.0	ㄐㄧㄡˇ	jiǔ	(long) time, (long) duration of time	time
28905	九	基礎	第1級	核心詞	138.0	82.0	ㄐㄧㄡˇ	jiǔ	nine, 9	number
28906	咖啡	基礎	第1級	10.餐飲、烹飪	55.0	89.0	ㄎㄚ ㄈㄟ	kāfēi	coffee (loanword), CL:杯[bei1]	noun
28907	看	基礎	第1級	核心詞	1808.0	3076.0	ㄎㄢˋ	kàn	to see, to look at, to read, to watch, to visit, to call on, to consider, to regard as, to look after, to treat (a patient or illness), to depend on, to feel (that), (after a verb) to give it a try, to watch out for	verb
28908	可能	基礎	第1級	核心詞	1124.0	1522.0	ㄎㄜˇ ㄋㄥˊ	kěnéng	might (happen), possible, probable, possibility, probability, maybe, perhaps, CL:個|个[ge4]	adverb
28909	可以	基礎	第1級	核心詞	2312.0	4257.0	ㄎㄜˇ ㄧˇ	kěyǐ	can, may, possible, able to, not bad, pretty good	adverb
28910	塊	基礎	第1級	核心詞	240.0	542.0	ㄎㄨㄞˋ	kuài	lump, chunk, piece, classifier for pieces of cloth, cake, soap etc, (coll.) classifier for money and currency units	classifier
28911	來	基礎	第1級	核心詞	2983.0	5979.0	ㄌㄞˊ	lái	to come, (used as a substitute for a more specific verb), hither (directional complement for motion toward the speaker, as in 回來|回来[hui2 lai5]), ever since (as in 自古以來|自古以来[zi4 gu3 yi3 lai2]), for the past (amount of time), (prefix) the coming ..., the next ... (as in 來世|来世[lai2 shi4]), (between two verbs) in order to, (after a round number) approximately, (used after 得[de2] to indicate possibility, as in 談得來|谈得来[tan2 de5 lai2], or after 不[bu4] to indicate impossibility, as in 吃不來|吃不来[chi1 bu5 lai2])	verb
28912	老	基礎	第1級	核心詞	367.0	267.0	ㄌㄠˇ	lǎo	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity, old (of people), venerable (person), experienced, of long standing, always, all the time, of the past, very, outdated, (of meat etc) tough	noun
28913	老師	基礎	第1級	8.教育、學習	327.0	1420.0	ㄌㄠˇ ㄕ	lǎoshī	teacher, CL:個|个[ge4], 位[wei4]	noun
28914	冷	基礎	第1級	核心詞	71.0	215.0	ㄌㄥˇ	lěng	cold	adjective
28915	兩	基礎	第1級	核心詞	2149.0	1737.0	ㄌㄧㄤˇ	liǎng	two, both, some, a few, tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)	number
28916	六	基礎	第1級	核心詞	306.0	208.0	ㄌㄧㄡˋ	liù	six, 6	number
28917	路	基礎	第1級	核心詞	300.0	352.0	ㄌㄨˋ	lù	road, CL:條|条[tiao2], journey, route, line (bus etc), sort, kind	noun
28918	嗎	基礎	第1級	核心詞	945.0	1760.0	˙ㄇㄚ	ma	"(question particle for ""yes-no"" questions)"	particle
28919	買	基礎	第1級	核心詞	262.0	449.0	ㄇㄞˇ	mǎi	to buy, to purchase	verb
28920	媽媽/媽	基礎	第1級	核心詞	402.0	1342.0	ㄇㄚ ˙ㄇㄚ / ㄇㄚ	māma/ma	mama, mommy, mother, CL:個|个[ge4], 位[wei4]	noun
28921	沒	基礎	第1級	核心詞	1269.0	1260.0	ㄇㄟˊ	méi	(negative prefix for verbs) have not, not	adverb
28922	沒關係	基礎	第1級	核心詞	27.0	107.0	ㄇㄟˊ ㄍㄨㄢ ˙ㄒㄧ	méiguānxi	it doesn't matter	interjection
28923	妹妹/妹	基礎	第1級	核心詞	95.0	83.0	ㄇㄟˋ ˙ㄇㄟ / ㄇㄟˋ	mèimei/mèi	younger sister, young woman, CL:個|个[ge4]	noun
28924	沒有	基礎	第1級	核心詞	2443.0	3355.0	ㄇㄟˊ ㄧㄡˇ	méiyǒu	haven't, hasn't, doesn't exist, to not have, to not be	adverb
28925	們	基礎	第1級	核心詞	560.0	623.0	˙ㄇㄣ	men	plural marker for pronouns, and nouns referring to individuals	particle
28926	名字	基礎	第1級	核心詞	182.0	111.0	ㄇㄧㄥˊ ˙ㄗ	míngzi	name (of a person or thing), CL:個|个[ge4]	noun
28927	明天	基礎	第1級	核心詞	78.0	131.0	ㄇㄧㄥˊ ㄊㄧㄢ	míngtiān	tomorrow	time
28928	拿	基礎	第1級	核心詞	298.0	343.0	ㄋㄚˊ	ná	to hold, to seize, to catch, to apprehend, to take, (used in the same way as 把[ba3]: to mark the following noun as a direct object)	verb
28929	哪	基礎	第1級	核心詞	275.0	382.0	ㄋㄚˇ	nǎ	"how, which, (emphatic sentence-final particle, used instead of 啊[a5] after a word ending in ""n"")"	pronoun
28930	哪裡/哪裏/哪兒	基礎	第1級	核心詞	221.0	307.0	ㄋㄚˇ ㄌㄧˇ / ㄋㄚˇ ㄌㄧˇ / ㄋㄚˇ ㄦ	nǎlǐ/nǎlǐ/nǎr	where?, somewhere, anywhere, wherever, nowhere (negative answer to question), humble expression denying compliment	pronoun
28931	那/那裡/那裏/那兒	基礎	第1級	核心詞	3314.0	9035.0	ㄋㄚˋ / ㄋㄚˋ ㄌㄧˇ / ㄋㄚˋ ㄦ	nà/nàlǐ/nàr	(specifier) that, the, those (colloquial pr. [nei4]), (pronoun) that (referring to persons, things or situations), then (in that case)	pronoun
28932	難	基礎	第1級	核心詞	307.0	415.0	ㄋㄢˊ	nán	difficult (to...), problem, difficulty, difficult, not good	adjective
28933	呢	基礎	第1級	核心詞	800.0	1792.0	˙ㄋㄜ	ne	"particle indicating that a previously asked question is to be applied to the preceding word (""What about ...?"", ""And ...?""), particle for inquiring about location (""Where is ...?""), particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (""ok?"", ""are you with me?""), (at the end of a declarative sentence) particle indicating continuation of a state or action, particle indicating strong affirmation"	particle
28934	你	基礎	第1級	核心詞	5891.0	8736.0	ㄋㄧˇ	nǐ	you (informal, as opposed to courteous 您[nin2])	pronoun
28935	妳	基礎	第1級	核心詞	463.0	1653.0	ㄋㄧˇ	nǐ	you (Note: In Taiwan, 妳 is used to address females, but in mainland China, it is not commonly used. Instead, 你 is used to address both males and females.)	pronoun
28936	你們	基礎	第1級	核心詞	409.0	1299.0	ㄋㄧˇ ˙ㄇㄣ	nǐmen	you (plural)	pronoun
28937	年	基礎	第1級	核心詞	1952.0	2976.0	ㄋㄧㄢˊ	nián	year, CL:個|个[ge4]	time
28938	您	基礎	第1級	核心詞	347.0	764.0	ㄋㄧㄣˊ	nín	you (courteous, as opposed to informal 你[ni3])	pronoun
28939	女兒	基礎	第1級	1.個人資料	220.0	168.0	ㄋㄩˇ ㄦˊ	nǚér	daughter	noun
28940	朋友	基礎	第1級	核心詞	445.0	464.0	ㄆㄥˊ ㄧㄡˇ	péngyǒu	friend, CL:個|个[ge4], 位[wei4]	noun
28941	七	基礎	第1級	核心詞	240.0	151.0	ㄑㄧ	qī	seven, 7	number
28942	前	基礎	第1級	核心詞	1041.0	807.0	ㄑㄧㄢˊ	qián	front, forward, ahead, first, top (followed by a number), future, ago, before, BC (e.g. 前293年), former, formerly	direction
28943	錢	基礎	第1級	核心詞	365.0	489.0	ㄑㄧㄢˊ	qián	coin, money, CL:筆|笔[bi3], unit of weight, one tenth of a tael 兩|两[liang3]	noun
28944	千	基礎	第1級	核心詞	70.0	75.0	ㄑㄧㄢ	qiān	thousand	number
28945	請	基礎	第1級	核心詞	488.0	447.0	ㄑㄧㄥˇ	qǐng	to ask, to invite, please (do sth), to treat (to a meal etc), to request	verb
28946	請問	基礎	第1級	核心詞	24.0	94.0	ㄑㄧㄥˇ ㄨㄣˋ	qǐngwèn	Excuse me, may I ask...?	interjection
28947	去	基礎	第1級	核心詞	2059.0	4057.0	ㄑㄩˋ	qù	to go, to go to (a place), (of a time etc) last, just passed, to send, to remove, to get rid of, to reduce, to be apart from in space or time, to die (euphemism), to play (a part), (when used either before or after a verb) to go in order to do sth, (after a verb of motion indicates movement away from the speaker), (used after certain verbs to indicate detachment or separation)	verb
28948	去年	基礎	第1級	核心詞	36.0	126.0	ㄑㄩˋ ㄋㄧㄢˊ	qùnián	last year	time
28949	熱	基礎	第1級	核心詞	87.0	262.0	ㄖㄜˋ	rè	to warm up, to heat up, hot (of weather), heat, fervent	verb
28950	人	基礎	第1級	核心詞	6185.0	4296.0	ㄖㄣˊ	rén	person, people, CL:個|个[ge4], 位[wei4]	noun
28951	日	基礎	第1級	核心詞	275.0	133.0	ㄖˋ	rì	sun, day, date, day of the month	time
28952	容易	基礎	第1級	核心詞	362.0	404.0	ㄖㄨㄥˊ ㄧˋ	róngyì	easy, straightforward, likely, liable to, apt to	adjective
28953	三	基礎	第1級	核心詞	1267.0	868.0	ㄙㄢ	sān	three, 3	number
28954	上	基礎	第1級	核心詞	4977.0	3509.0	ㄕㄤˋ	shàng	(bound form) up, upper, above, previous, first (of multiple parts), to climb, to get onto, to go up, to attend (class or university), (directional complement) up, (noun suffix) on, above	direction
28955	上午	基礎	第1級	核心詞	26.0	14.0	ㄕㄤˋ ㄨˇ	shàngwǔ	morning, CL:個|个[ge4]	time
28956	少	基礎	第1級	核心詞	204.0	340.0	ㄕㄠˇ	shǎo	few, less, to lack, to be missing, to stop (doing sth), seldom	adjective
28957	誰	基礎	第1級	核心詞	456.0	283.0	ㄕㄟˊ	shéi	who, also pr. [shui2]	pronoun
28958	什麼/甚麼	基礎	第1級	核心詞	1754.0	2650.0	ㄕㄣˊ ˙ㄇㄜ	shénme	what?, something, anything	pronoun
28959	十	基礎	第1級	核心詞	320.0	293.0	ㄕˊ	shí	ten, 10	number
28960	是	基礎	第1級	核心詞	18291.0	28602.0	ㄕˋ	shì	to be (followed by substantives only), correct, right, true, (respectful acknowledgement of a command) very well, (adverb for emphatic assertion)	verb
28961	時候	基礎	第1級	核心詞	844.0	3606.0	ㄕˊ ㄏㄡˋ	shíhòu	time, length of time, moment, period	time
28962	時間	基礎	第1級	核心詞	865.0	1063.0	ㄕˊ ㄐㄧㄢ	shíjiān	(concept of) time, (duration of) time, (point in) time	time
28963	手機	基礎	第1級	6.社交、人際	39.0	61.0	ㄕㄡˇ ㄐㄧ	shǒujī	cell phone, mobile phone, CL:部[bu4], 支[zhi1]	noun
28964	書	基礎	第1級	核心詞	767.0	457.0	ㄕㄨ	shū	book, letter, document, CL:本[ben3], 冊|册[ce4], 部[bu4], to write	noun
28965	水	基礎	第1級	核心詞	342.0	1245.0	ㄕㄨㄟˇ	shuǐ	water, river, liquid, beverage, additional charges or income, (of clothes) classifier for number of washes	noun
28966	睡覺	基礎	第1級	核心詞	65.0	88.0	ㄕㄨㄟˋ ㄐㄧㄠˋ	shuìjiào	to go to bed, to sleep	verb
28967	說	基礎	第1級	核心詞	5312.0	6283.0	ㄕㄨㄛ	shuō	to speak, to talk, to say, to explain, to comment, to scold, to tell off, (bound form) theory, doctrine	verb
28968	四	基礎	第1級	核心詞	553.0	423.0	ㄙˋ	sì	four, 4	number
28969	歲	基礎	第1級	核心詞	574.0	521.0	ㄙㄨㄟˋ	suì	classifier for years (of age), year, year (of crop harvests)	classifier
28970	她	基礎	第1級	核心詞	4568.0	2329.0	ㄊㄚ	tā	she	pronoun
28971	他	基礎	第1級	核心詞	10261.0	6366.0	ㄊㄚ	tā	he, him (used for either sex when the sex is unknown or unimportant), (used before sb's name for emphasis), (used as a meaningless mock object), (literary) other	pronoun
28972	他們	基礎	第1級	核心詞	2945.0	3036.0	ㄊㄚ ˙ㄇㄣ	tāmen	they	pronoun
28973	太	基礎	第1級	核心詞	718.0	891.0	ㄊㄞˋ	tài	highest, greatest, too (much), very, extremely	adverb
28974	太太	基礎	第1級	核心詞	276.0	131.0	ㄊㄞˋ ˙ㄊㄞ	tàitai	married woman, Mrs., Madam, wife, CL:個|个[ge4], 位[wei4]	noun
28975	台灣/臺灣	基礎	第1級	1.個人資料	522.0	1445.0	ㄊㄞˊ ㄨㄢ	táiwān	Taiwan	noun
28976	臺灣人/台灣人	基礎	第1級	1.個人資料	5.0	11.0	ㄊㄞˊ ㄨㄢ ㄖㄣˊ	táiwānrén	Taiwanese	noun
28977	天	基礎	第1級	核心詞	1520.0	1616.0	ㄊㄧㄢ	tiān	day, sky, heaven	time
28978	聽	基礎	第1級	核心詞	615.0	409.0	ㄊㄧㄥ	tīng	"to listen to, to hear, to heed, to obey, a can (loanword from English ""tin""), classifier for canned beverages, to let be, to allow (Taiwan pr. [ting4]), (literary) to administer, to deal with (Taiwan pr. [ting4])"	verb
28979	同學	基礎	第1級	核心詞	106.0	267.0	ㄊㄨㄥˊ ㄒㄩㄝˊ	tóngxué	to study at the same school, fellow student, classmate, CL:位[wei4], 個|个[ge4]	verb
28980	外	基礎	第1級	核心詞	388.0	298.0	ㄨㄞˋ	wài	outside, in addition, foreign, external	direction
28981	晚安	基礎	第1級	核心詞	7.0	6.0	ㄨㄢˇ ㄢ	wǎnān	Good night!, Good evening!	adjective
28982	晚上	基礎	第1級	核心詞	189.0	188.0	ㄨㄢˇ ㄕㄤˋ	wǎnshàng	evening, night, CL:個|个[ge4], in the evening	time
28983	位	基礎	第1級	核心詞	1145.0	1031.0	ㄨㄟˋ	wèi	position, location, place, seat, classifier for people (honorific), classifier for binary bits (e.g. 十六位 16-bit or 2 bytes), (physics) potential	classifier
28984	問	基礎	第1級	核心詞	694.0	451.0	ㄨㄣˋ	wèn	to ask, to inquire	verb
28985	問題	基礎	第1級	核心詞	1138.0	1105.0	ㄨㄣˋ ㄊㄧˊ	wèntí	question, problem, issue, topic, CL:個|个[ge4]	noun
28986	我	基礎	第1級	核心詞	13149.0	16244.0	ㄨㄛˇ	wǒ	I, me, my	pronoun
28987	我們	基礎	第1級	核心詞	4150.0	12537.0	ㄨㄛˇ ˙ㄇㄣ	wǒmen	we, us, ourselves, our	pronoun
28988	五	基礎	第1級	核心詞	444.0	360.0	ㄨˇ	wǔ	five, 5	number
28989	想	基礎	第1級	核心詞	1876.0	2025.0	ㄒㄧㄤˇ	xiǎng	to think (about), to think of, to devise, to think (that), to believe (that), to desire, to want (to), to miss (feel wistful about the absence of)	verb
28990	先生	基礎	第1級	核心詞	862.0	274.0	ㄒㄧㄢ ㄕㄥ	xiānshēng	teacher, gentleman, sir, mister (Mr.), husband, (dialect) doctor, CL:位[wei4]	noun
28991	現在	基礎	第1級	核心詞	884.0	2365.0	ㄒㄧㄢˋ ㄗㄞˋ	xiànzài	now, at present, at the moment, modern, current, nowadays	time
28992	小	基礎	第1級	核心詞	1281.0	1334.0	ㄒㄧㄠˇ	xiǎo	small, tiny, few, young	adjective
28993	小孩/小孩子	基礎	第1級	核心詞	240.0	547.0	ㄒㄧㄠˇ ㄏㄞˊ / ㄒㄧㄠˇ ㄏㄞˊ ˙ㄗ	xiǎohái/xiǎoháizi	child, CL:個|个[ge4]	noun
28994	小姐	基礎	第1級	核心詞	273.0	50.0	ㄒㄧㄠˇ ㄐㄧㄝˇ	xiǎojiě	young lady, miss, (slang) prostitute, CL:個|个[ge4], 位[wei4]	adjective
28995	小時	基礎	第1級	核心詞	227.0	228.0	ㄒㄧㄠˇ ㄕˊ	xiǎoshí	hour, CL:個|个[ge4]	time
28996	下午	基礎	第1級	核心詞	83.0	64.0	ㄒㄧㄚˋ ㄨˇ	xiàwǔ	afternoon, CL:個|个[ge4], p.m.	time
28997	寫	基礎	第1級	核心詞	473.0	410.0	ㄒㄧㄝˇ	xiě	to write	verb
28998	謝謝	基礎	第1級	核心詞	63.0	593.0	ㄒㄧㄝˋ ˙ㄒㄧㄝ	xièxie	to thank, thanks, thank you	interjection
28999	喜歡	基礎	第1級	核心詞	494.0	577.0	ㄒㄧˇ ㄏㄨㄢ	xǐhuān	to like, to be fond of	verb
29000	新	基礎	第1級	核心詞	822.0	686.0	ㄒㄧㄣ	xīn	new, newly, meso- (chemistry)	adjective
29001	姓名	基礎	第1級	核心詞	22.0	3.0	ㄒㄧㄥˋ ㄇㄧㄥˊ	xìngmíng	surname and given name, full name	noun
29002	星期天/星期日	基礎	第1級	核心詞	17.0	10.0	ㄒㄧㄥ ㄑㄧˊ ㄊㄧㄢ / ㄒㄧㄥ ㄑㄧˊ ㄖˋ	xīngqítiān/xīngqírì	Sunday, CL:個|个[ge4]	noun
29003	星期一	基礎	第1級	核心詞	10.0	8.0	ㄒㄧㄥ ㄑㄧˊ ㄧ	xīngqíyī	Monday	noun
29004	學	基礎	第1級	核心詞	206.0	359.0	ㄒㄩㄝˊ	xué	to learn, to study, to imitate, science, -ology	verb
29005	學生	基礎	第1級	核心詞	418.0	303.0	ㄒㄩㄝˊ ㄕㄥ	xuéshēng	student, schoolchild	noun
29006	學校	基礎	第1級	8.教育、學習	303.0	497.0	ㄒㄩㄝˊ ㄒㄧㄠˋ	xuéxiào	school, CL:所[suo3]	noun
29007	要	基礎	第1級	核心詞	3541.0	7742.0	ㄧㄠˋ	yào	to want, to need, to ask for, will, shall, about to, need to, should, if (same as 要是[yao4 shi5]), (bound form) important	adverb
29008	也	基礎	第1級	核心詞	6312.0	7341.0	ㄧㄝˇ	yě	(adverb) also, both ... and ... (before predicates only), (literary) particle having functions similar to 啊[a5]	adverb
29009	一	基礎	第1級	核心詞	15058.0	16040.0	ㄧ	yī	"one, single, a (article), as soon as, entire, whole, all, throughout, ""one"" radical in Chinese characters (Kangxi radical 1), also pr. [yao1] for greater clarity when spelling out numbers digit by digit"	number
29010	一起	基礎	第1級	核心詞	337.0	718.0	ㄧˋ ㄑㄧˇ	yìqǐ	in the same place, together, with, altogether (in total)	noun
29011	一月	基礎	第1級	核心詞	40.0	13.0	ㄧ ㄩㄝˋ	yīyuè	January, first month (of the lunar year)	noun
