id	character	word_id
6081	肅	33686
6082	嚴	37629
6083	苛	37629
6084	嚴	37627
6085	謹	37627
6086	嚴	42462
6087	酷	42462
6088	嚴	30057
6089	重	30057
6090	嚷	36553
6091	嚼	35531
6092	囂	42256
6093	張	42256
6094	囉	40613
6095	唆	40613
6096	囉	32719
6097	嗦	32719
6098	囊	40797
6099	括	40797
6100	囑	38138
6101	咐	38138
6102	囚	36505
6103	犯	36505
6104	囚	36506
6105	禁	36506
6106	四	28968
6107	四	41636
6108	分	41636
6109	五	41636
6110	裂	41636
6111	四	31296
6112	周	31296
6113	四	41653
6114	散	41653
6115	四	33253
6116	方	33253
6117	四	41657
6118	書	41657
6119	四	36948
6120	海	36948
6121	四	41664
6122	溢	41664
6123	四	36965
6124	肢	36965
6125	四	31293
6126	處	31293
6127	四	36953
6128	面	36953
6129	八	36953
6130	方	36953
6131	回	29306
6132	回	29722
6133	信	29722
6134	回	29307
6135	到	29307
6136	回	35341
6137	合	35341
6138	回	32324
6139	味	32324
6140	回	35335
6141	報	35335
6142	回	32321
6143	復	32321
6144	回	31006
6145	想	31006
6146	回	32325
6147	憶	32325
6148	回	35352
6149	憶	35352
6150	錄	35352
6151	回	32326
6152	應	32326
6153	回	30460
6154	收	30460
6155	回	39826
6156	敬	39826
6157	回	35340
6158	歸	35340
6159	回	39831
6160	溯	39831
6161	回	35338
6162	程	35338
6163	回	29721
6164	答	29721
6165	回	39827
6166	絕	39827
6167	回	39830
6168	聲	39830
6169	回	35353
6170	音	35353
6171	回	31005
6172	頭	31005
6173	回	35339
6174	顧	35339
6175	回	35344
6176	饋	35344
6177	回	35348
6178	首	35348
6179	因	37767
6180	人	37767
6181	而	37767
6182	異	37767
6183	因	37782
6184	子	37782
6185	因	37776
6186	應	37776
6187	因	37760
6188	果	37760
6189	因	31440
6190	此	31440
6191	因	29216
6192	為	29216
6193	因	31442
6194	素	31442
6195	因	37778
6196	緣	37778
6197	因	33756
6198	而	33756
6199	囤	41929
6200	積	41929
6201	困	32600
6202	困	32601
6203	境	32601
6204	困	35848
6205	惑	35848
6206	困	32602
6207	擾	32602
6208	困	40384
6209	窘	40384
6210	困	35849
6211	苦	35849
6212	困	29970
6213	難	29970
6214	困	40385
6215	難	40385
6216	重	40385
6218	困	40383
6219	頓	40383
6220	固	35139
6221	執	35139
6222	固	39549
6223	守	39549
6224	固	30967
6225	定	30967
6226	固	35137
6227	有	35137
6228	固	35130
6229	然	35130
6230	固	35133
6231	體	35133
6232	圈	33004
6233	圈	40240
6234	圈	41209
6235	套	41209
6236	圈	36548
6237	子	36548
6238	國	28887
6239	國	30429
6240	中	30429
6241	國	35207
6242	事	35207
6243	國	30427
6244	內	30427
6245	國	39630
6246	君	39630
6247	國	35211
6248	土	35211
6249	國	30428
6250	外	30428
6251	國	29092
6252	家	29092
6253	國	29940
6254	小	29940
6255	國	35199
6256	度	35199
6257	國	39632
6258	庫	39632
6259	國	39635
6260	情	39635
6261	國	32229
6262	旗	32229
6263	國	32224
6264	會	32224
6265	國	32228
6266	民	32228
6267	國	32234
6268	營	32234
6269	國	39625
6270	父	39625
6271	國	32232
6272	王	32232
6273	國	39627
6274	界	39627
6275	國	32226
6276	立	32226
6277	國	32225
6278	籍	32225
6279	國	30982
6280	語	30982
6281	國	35202
6282	防	35202
6283	國	30636
6284	際	30636
6285	圍	33445
6286	圍	41995
6287	剿	41995
6288	圍	42000
6289	困	42000
6290	圍	41983
6291	城	41983
6292	圍	33456
6293	巾	33456
6294	圍	37229
6295	攻	37229
6296	圍	37238
6297	牆	37238
6298	圍	33463
6299	繞	33463
6300	圍	33462
6301	裙	33462
6302	圍	37230
6303	觀	37230
6304	園	37876
6305	丁	37876
6306	園	42782
6307	地	42782
6308	園	42804
6309	藝	42804
6310	圓	30072
6311	圓	33840
6312	圈	33840
6313	圓	31467
6314	形	31467
6315	圓	33839
6316	滿	33839
6317	圓	42794
6318	潤	42794
6319	圓	42793
6320	融	42793
6321	圖	29389
6322	圖	33399
6323	像	33399
6324	圖	37157
6325	形	37157
6326	圖	31331
6327	書	31331
6328	圖	29605
6329	書	29605
6330	館	29605
6331	圖	33396
6332	案	33396
6333	圖	41902
6334	樣	41902
6335	圖	31330
6336	畫	31330
6337	圖	37148
6338	表	37148
6339	圖	41893
6340	謀	41893
6341	圖	41897
6342	騰	41897
6343	團	31333
6344	團	33402
6345	圓	33402
6346	團	37158
6348	轉	37158
6349	團	33400
6350	結	33400
6351	團	33401
6352	聚	33401
6353	團	31334
6354	隊	31334
6355	團	30766
6356	體	30766
6357	土	30347
6358	土	41887
6359	匪	41887
6360	土	30765
6361	地	30765
6362	土	37152
6363	壤	37152
6364	土	41894
6365	木	41894
6366	土	41896
6367	生	41896
6369	長	41896
6370	土	41904
6371	著	41904
6372	在	29226
6373	在	37919
6374	世	37919
6375	在	31471
6376	乎	31471
6377	在	37920
6378	位	37920
6379	在	37923
6381	在	33861
6382	場	33861
6383	在	33865
6384	意	33865
6385	在	42833
6386	所	42833
6387	難	42833
6388	免	42833
6389	在	37922
6390	於	37922
6391	在	42835
6392	職	42835
6393	在	42831
6394	行	42831
6395	在	37921
6396	野	37921
6397	圭	39615
6398	臬	39615
6399	地	29280
6400	地	30904
6401	下	30904
6402	室	30904
6403	地	34717
6404	主	34717
6405	地	30486
6406	位	30486
6407	地	34706
6408	利	34706
6409	地	34710
6410	勢	34710
6411	地	30546
6412	區	30546
6413	地	29496
6414	圖	29496
6415	地	29497
6416	址	29497
6417	地	34714
6418	域	34714
6419	地	39057
6420	基	39057
6421	地	31919
6422	帶	31919
6423	地	34709
6424	平	34709
6425	線	34709
6426	地	31926
6427	形	31926
6428	地	30687
6429	攤	30687
6430	地	29062
6431	方	29062
6432	地	30900
6433	板	30900
6434	地	39050
6435	標	39050
6436	地	34695
6437	步	34695
6438	地	39055
6439	段	39055
6440	地	34711
6441	毯	34711
6442	地	34715
6443	獄	34715
6444	地	30625
6445	球	30625
6446	地	30901
6447	理	30901
6448	地	31920
6449	瓜	31920
6450	地	34708
6451	盤	34708
6452	地	39059
6453	窖	39059
6454	地	39049
6455	表	39049
6456	地	39054
6457	道	39054
6458	地	29685
6459	鐵	29685
6460	地	39062
6461	雷	39062
6462	地	30547
6463	震	30547
6464	地	29915
6465	點	29915
6466	均	35729
6467	均	35733
6468	勻	35733
6469	均	35731
6470	衡	35731
6471	坊	34890
6472	間	34890
6473	坎	40290
6474	坷	40290
6475	坐	29031
6476	坐	43274
6477	姿	43274
6478	坐	38275
6479	牢	38275
6480	坐	43257
6481	立	43257
6482	不	43257
6483	安	43257
6484	坐	43258
6485	立	43258
6486	難	43258
6487	安	43258
6488	坐	43264
6489	視	43264
6490	坐	43272
6491	鎮	43272
6492	坑	35794
6493	坦	37018
6494	承	37018
6495	坦	37026
6496	然	37026
6497	坦	37027
6498	率	37027
6499	坦	33295
6500	白	33295
6501	坦	37033
6502	言	37033
6503	坦	37019
6504	誠	37019
6505	坪	32888
6506	垂	34544
6507	垂	38867
6508	掛	38867
6509	垂	38872
6510	死	38872
6511	垂	38874
6512	涎	38874
6513	垂	34546
6514	直	34546
6515	垂	38873
6516	頭	38873
6517	喪	38873
6518	氣	38873
6519	垃	29744
6520	圾	29744
6521	型	42335
6522	式	42335
6523	型	37532
6524	態	37532
6525	垮	32593
6526	埋	32725
6527	埋	36045
6528	伏	36045
6529	埋	36058
6530	怨	36058
6531	埋	40624
6532	沒	40624
6533	埋	36048
6534	葬	36048
6535	埋	36044
6536	藏	36044
6537	埋	40627
6538	頭	40627
6539	埋	40628
6540	頭	40628
6541	苦	40628
6542	幹	40628
6543	埋	40626
6544	首	40626
6545	城	34428
6546	堡	34428
6547	城	29665
6548	市	29665
6549	城	38738
6550	池	38738
6551	城	34437
6552	牆	34437
6553	執	38050
6554	執	43049
6555	意	43049
6556	執	42999
6557	拗	42999
6558	執	43053
6559	掌	43053
6560	執	38097
6561	政	38097
6562	執	43015
6563	教	43015
6564	執	43046
6565	業	43046
6566	執	38059
6567	法	38059
6568	執	33996
6569	照	33996
6570	執	43001
6571	筆	43001
6572	執	38100
6573	著	38100
6574	執	33985
6575	行	33985
6576	執	43044
6577	行	43044
6578	不	43044
6579	力	43044
6580	培	40878
6581	根	40878
6582	培	40883
6583	植	40883
6584	培	36266
6585	育	36266
6586	培	36264
6587	訓	36264
6588	培	32863
6589	養	32863
6590	基	32370
6591	因	32370
6592	基	32352
6593	地	32352
6594	基	35390
6595	層	35390
6596	基	35450
6597	於	35450
6598	基	32349
6599	本	32349
6600	基	39934
6601	準	39934
6602	基	32354
6603	督	32354
6604	教	32354
6605	基	31010
6606	礎	31010
6607	基	39880
6608	調	39880
6609	基	32360
6610	金	32360
6611	堂	33303
6612	堂	41748
6613	兄	41748
6614	堂	41747
6616	堂	41745
6617	而	41745
6618	皇	41745
6619	之	41745
6620	堅	35506
6621	信	35506
6622	堅	32400
6623	固	32400
6624	堅	35504
6625	守	35504
6626	堅	32397
6627	定	32397
6628	堅	40004
6629	實	40004
6630	堅	32409
6631	強	32409
6632	堅	39999
6633	忍	39999
6634	堅	32395
6635	持	32395
6636	堅	35508
6637	毅	35508
6638	堅	32405
6639	決	32405
6640	堅	35509
6641	硬	35509
6642	堅	39980
6643	稱	39980
6644	堅	39998
6645	韌	39998
6646	堆	30161
6647	堆	39181
6648	疊	39181
6649	堆	39183
6650	砌	39183
6651	堆	34791
6652	積	34791
6653	堆	34792
6654	積	34792
6655	如	34792
6656	山	34792
6657	堡	38392
6658	壘	38392
6659	堤	37059
6660	防	37059
6661	堪	35757
6662	稱	35757
6663	報	34182
6664	仇	34182
6665	報	38402
6666	以	38402
6667	報	38401
6668	信	38401
6669	報	38383
6670	償	38383
6671	報	31572
6672	刊	31572
6673	報	31565
6674	到	31565
6675	報	30619
6676	名	30619
6677	報	29650
6678	告	29650
6679	報	31566
6680	導	31566
6681	報	31568
6682	復	31568
6683	報	34199
6684	應	34199
6685	報	31562
6686	案	31562
6687	報	34184
6688	答	34184
6689	報	29454
6690	紙	29454
6691	報	38391
6692	考	38391
6693	報	38382
6694	表	38382
6695	報	31571
6696	警	31571
6697	報	34183
6698	酬	34183
6699	場	29270
6700	場	31695
6701	合	31695
6702	場	31694
6703	地	31694
6704	場	31700
6705	所	31700
6706	場	31696
6707	景	31696
6708	場	31693
6709	次	31693
6710	場	34403
6711	面	34403
6712	堵	34769
6713	堵	31966
6714	塞	31966
6715	堵	31965
6716	車	31965
6717	塊	28910
6718	塊	40364
6719	頭	40364
6720	塌	33286
6721	塑	41684
6722	像	41684
6723	塑	30703
6724	膠	30703
6725	塑	36983
6726	造	36983
6727	塔	33285
6728	塗	33395
6729	塗	41901
6730	鴉	41901
6731	塞	33076
6732	塞	30567
6733	車	30567
6734	填	30339
6735	填	37074
6736	補	37074
6737	塵	38722
6738	世	38722
6739	塵	34425
6740	土	34425
6741	塵	38707
6742	埃	38707
6743	塵	38710
6744	封	38710
6745	境	40151
6746	地	40151
6747	境	40164
6748	況	40164
6749	境	35646
6750	界	35646
6751	境	40195
6752	遇	40195
6753	墊	39093
6754	子	39093
6755	墓	36160
6756	地	36160
6757	墓	36156
6758	碑	36156
6759	墜	43155
6760	落	43155
6761	增	30389
6762	加	30389
6763	增	42861
6764	援	42861
6765	增	37941
6766	添	37941
6767	增	33881
6768	進	33881
6769	增	33883
6770	長	33883
6771	墨	32791
6772	墨	36149
6773	水	36149
6774	墮	31982
6775	胎	31982
6776	墮	34810
6777	落	34810
6778	墳	34923
6779	墓	34923
6780	壁	34228
6781	爐	34228
6782	壓	31410
6783	壓	37607
6784	低	37607
6785	壓	37610
6786	制	37610
6787	壓	30368
6788	力	30368
6789	壓	42439
6790	垮	42439
6791	壓	37609
6792	抑	37609
6793	壓	42437
6794	根	42437
6795	兒	42437
6796	壓	42444
6797	榨	42444
6798	壓	33672
6799	歲	33672
6800	錢	33672
6801	壓	42443
6802	縮	42443
6803	壓	42445
6804	軸	42445
6805	壓	33671
6806	迫	33671
6807	壞	29520
6808	壞	29717
6809	處	29717
6810	壞	32304
6811	蛋	32304
6812	壟	35999
6813	斷	35999
6814	士	33148
6815	兵	33148
6816	士	41497
6817	氣	41497
6818	大	41497
6819	振	41497
6820	壯	34077
6821	壯	38180
6822	大	38180
6823	壯	43146
6824	年	43146
6825	壯	43152
6826	志	43152
6827	壯	43144
6828	烈	43144
6829	壯	43149
6830	碩	43149
6831	壯	38181
6832	觀	38181
6833	壯	43143
6834	闊	43143
6835	壹	42528
6836	壺	32284
6837	壽	33207
6838	命	33207
6839	壽	36883
6840	星	36883
6841	壽	41576
6842	終	41576
6843	正	41576
6844	寢	41576
6845	夏	33534
6846	令	33534
6847	營	33534
6848	夏	29406
6849	天	29406
6850	夏	33536
6851	日	33536
6852	夏	42155
6853	朝	42155
6854	夕	37328
6855	夕	33522
6856	陽	33522
6857	外	28980
6858	外	33417
6859	交	33417
6860	外	33421
6861	人	33421
6862	外	33419
6863	來	33419
6864	外	30038
6865	公	30038
6866	外	33414
6867	出	33414
6868	外	37187
6869	匯	37187
6870	外	33422
6871	向	33422
6872	外	29184
6873	國	29184
6874	外	37190
6875	圍	37190
6876	外	33427
6877	在	33427
6878	外	33415
6879	地	33415
6880	外	33424
6881	型	33424
6882	外	29606
6883	套	29606
6884	外	30039
6885	婆	30039
6886	外	33425
6887	形	33425
6888	外	37189
6889	甥	37189
6890	外	33418
6891	界	33418
6892	外	37188
6893	籍	37188
6894	外	37186
6895	號	37186
6896	外	33416
6897	行	33416
6898	外	31339
6899	表	31339
6900	外	37185
6901	觀	37185
6902	外	30442
6903	語	30442
6904	外	33420
6905	貌	33420
6906	外	37191
6907	資	37191
6908	外	33426
6909	遇	33426
6910	外	33423
6911	銷	33423
6912	外	29185
6913	頭	29185
6914	多	28877
6915	多	29070
6916	久	29070
6917	多	31984
6918	元	31984
6919	多	34807
6920	加	34807
6921	多	30166
6922	半	30166
6923	多	39199
6924	媒	39199
6925	體	39199
6926	多	34806
6927	寡	34806
6928	多	28878
6929	少	28878
6930	多	34811
6931	情	34811
6932	多	39195
6933	愁	39195
6934	善	39195
6935	感	39195
6936	多	39194
6937	才	39194
6939	藝	39194
6940	多	30167
6941	數	30167
6942	多	34805
6943	方	34805
6944	多	39203
6945	疑	39203
6946	多	39196
6947	端	39196
6948	多	34809
6949	虧	34809
6950	多	34802
6951	采	34802
6953	姿	34802
6954	多	34804
6955	重	34804
6956	多	39201
6957	難	39201
6958	多	31983
6959	餘	31983
6960	多	29920
6961	麼	29920
6962	夜	30062
6963	夜	29626
6964	市	29626
6965	夜	42519
6966	幕	42519
6967	夜	30063
6968	晚	30063
6969	夜	33710
6970	景	33710
6971	夜	42520
6972	深	42520
6973	人	42520
6974	靜	42520
6975	夜	37676
6976	色	37676
6977	夜	33709
6978	間	33709
6979	夠	29089
6980	夠	39524
6981	格	39524
6982	夢	29761
6983	夢	36084
6984	境	36084
6985	夢	40671
6986	寐	40671
6987	以	40671
6988	求	40671
6989	夢	36083
6990	幻	36083
6991	夢	30272
6992	想	30272
6993	夢	40679
6994	遊	40679
6995	夢	40675
6996	鄉	40675
6997	夢	40678
6998	魘	40678
6999	夥	35362
7000	夥	32335
7001	伴	32335
7002	夥	39858
7003	計	39858
7004	大	28864
7005	大	34598
7006	不	34598
7007	了	34598
7008	大	38946
7009	亨	38946
7010	大	29279
7011	人	29279
7012	大	34639
7013	作	34639
7014	大	34628
7015	使	34628
7016	大	31833
7017	便	31833
7018	大	38962
7019	內	38962
7020	大	38954
7021	剌	38954
7023	大	34620
7024	力	34620
7025	大	38944
7026	功	38944
7027	告	38944
7028	成	38944
7029	大	34627
7030	勢	34627
7031	大	31832
7032	半	31832
7033	大	38952
7034	可	38952
7035	不	38952
7036	必	38952
7037	大	34600
7038	吃	34600
7039	一	34600
7040	驚	34600
7041	大	38971
7042	同	38971
7043	大	34630
7044	同	34630
7045	小	34630
7046	異	34630
7047	大	30881
7048	名	30881
7049	大	38960
7050	名	38960
7051	鼎	38960
7053	大	34632
7054	喜	34632
7055	大	38964
7056	器	38964
7057	大	31836
7058	地	31836
7059	大	34613
7060	夥	34613
7061	大	34614
7062	夥	34614
7063	兒	34614
7064	大	34603
7066	小	34603
7068	大	31840
7069	夫	31840
7070	大	38966
7071	失	38966
7072	所	38966
7073	望	38966
7074	大	28866
7075	學	28866
7076	大	29679
7077	學	29679
7078	生	29679
7079	大	28865
7080	家	28865
7081	大	30686
7082	小	30686
7083	大	34617
7084	局	34617
7085	大	38972
7086	屠	38972
7087	殺	38972
7088	大	31852
7089	師	31852
7090	大	34609
7091	幅	34609
7092	大	38942
7093	度	38942
7094	大	38970
7095	庭	38970
7096	廣	38970
7097	眾	38970
7098	大	34633
7099	廈	34633
7100	大	30453
7101	廳	30453
7102	大	38947
7103	惑	38947
7104	不	38947
7105	解	38947
7106	大	34635
7107	意	34635
7108	大	34612
7109	戶	34612
7110	大	38967
7111	手	38967
7112	筆	38967
7113	大	34605
7114	抵	34605
7115	大	31847
7116	排	31847
7117	長	31847
7118	龍	31847
7119	大	38977
7120	搖	38977
7122	擺	38977
7123	大	34597
7124	敗	34597
7125	大	30878
7126	方	30878
7127	大	31841
7128	會	31841
7129	大	38939
7130	本	38939
7131	營	38939
7132	大	38979
7133	業	38979
7134	大	29678
7135	概	29678
7136	大	29486
7137	樓	29486
7138	大	34624
7139	權	34624
7140	大	34623
7141	氣	34623
7142	大	31851
7143	清	31851
7144	早	31851
7145	大	34611
7146	漢	34611
7147	大	34631
7148	為	34631
7149	大	38978
7150	爺	38978
7151	大	31853
7152	王	31853
7153	大	38958
7154	理	38958
7155	石	38958
7156	大	34622
7157	略	34622
7158	大	38943
7159	發	38943
7160	雷	38943
7161	霆	38943
7162	大	38974
7163	相	38974
7164	逕	38974
7165	庭	38974
7166	大	31858
7167	眾	31858
7168	大	30884
7169	約	30884
7170	大	34610
7171	綱	34610
7172	大	38980
7173	義	38980
7174	大	38955
7175	老	38955
7176	大	38968
7177	肆	38968
7178	大	31846
7179	腦	31846
7180	大	31835
7181	膽	31835
7182	大	38940
7183	臣	38940
7184	大	30753
7185	自	30753
7186	然	30753
7187	大	31857
7188	致	31857
7189	大	38975
7190	興	38975
7191	土	38975
7192	木	38975
7193	大	34618
7194	舉	34618
7195	大	31843
7196	街	31843
7197	小	31843
7198	巷	31843
7199	大	29488
7200	衣	29488
7201	大	31855
7202	西	31855
7203	洋	31855
7204	大	31854
7205	象	31854
7206	大	30880
7207	量	30880
7208	大	34602
7209	錯	34602
7210	特	34602
7212	大	29487
7213	門	29487
7214	大	34619
7215	開	34619
7216	眼	34619
7217	界	34619
7218	大	29906
7219	陸	29906
7220	大	38961
7221	難	38961
7222	大	38950
7223	驚	38950
7224	失	38950
7225	色	38950
7226	大	34616
7227	驚	34616
7228	小	34616
7229	怪	34616
7230	大	34629
7231	體	34629
7232	大	38959
7233	麻	38959
7234	天	28977
7235	天	33340
7236	下	33340
7237	天	33345
7238	主	33345
7239	教	33345
7240	天	33334
7241	亮	33334
7242	天	41801
7243	仙	41801
7244	天	33338
7245	使	33338
7246	天	37078
7247	分	37078
7248	天	41796
7249	南	41796
7250	地	41796
7251	北	41796
7252	天	41795
7253	命	41795
7254	天	41787
7255	國	41787
7256	天	37076
7257	地	37076
7258	天	33339
7259	堂	33339
7260	天	41797
7261	壤	41797
7262	之	41797
7263	別	41797
7264	天	41809
7265	子	41809
7266	天	37077
7267	底	37077
7268	下	37077
7269	天	33341
7270	性	33341
7271	天	41805
7272	意	41805
7273	天	33330
7274	才	33330
7275	天	37075
7276	敵	37075
7277	天	37084
7278	文	37084
7279	天	41785
7280	方	41785
7281	夜	41785
7282	譚	41785
7283	天	41802
7284	旋	41802
7285	地	41802
7286	轉	41802
7287	天	41790
7288	昏	41790
7289	地	41790
7290	暗	41790
7291	天	29177
7292	氣	29177
7293	天	41803
7294	涯	41803
7295	天	41804
7296	涯	41804
7297	海	41804
7298	角	41804
7299	天	33343
7300	災	33343
7301	天	41807
7302	災	41807
7303	人	41807
7304	禍	41807
7305	天	33337
7306	然	33337
7307	天	37083
7308	王	37083
7309	天	41793
7310	理	41793
7311	天	31318
7312	生	31318
7313	天	41789
7314	皇	41789
7315	天	33344
7316	真	33344
7317	天	31317
7318	空	31317
7319	天	41792
7320	經	41792
7321	地	41792
7322	義	41792
7323	天	41800
7324	線	41800
7325	天	41784
7326	翻	41784
7327	地	41784
7328	覆	41784
7329	天	41808
7330	職	41808
7331	天	37082
7332	色	37082
7333	天	41788
7334	花	41788
7335	亂	41788
7336	墜	41788
7337	天	37079
7338	花	37079
7339	板	37079
7340	天	41806
7341	衣	41806
7342	無	41806
7343	縫	41806
7344	天	41810
7345	資	41810
7346	天	33332
7347	賦	33332
7348	天	41791
7349	際	41791
7350	天	41794
7351	馬	41794
7352	行	41794
7353	空	41794
7354	天	41783
7355	鵝	41783
7356	天	33333
7357	黑	33333
7358	太	28973
7359	太	41711
7360	后	41711
7361	太	28974
7363	太	41718
7364	子	41718
7365	太	37014
7366	平	37014
7367	太	33290
7368	平	33290
7369	洋	33290
7370	太	31302
7371	極	31302
7372	拳	31302
7373	太	41712
7374	監	41712
7375	太	41719
7376	祖	41719
7377	太	33288
7378	空	33288
7379	太	33289
7380	空	33289
7381	人	33289
7382	太	29805
7383	陽	29805
7384	太	41717
7385	陽	41717
7386	穴	41717
7387	夫	32091
7388	人	32091
7389	夫	30424
7390	妻	30424
7391	夫	30945
7392	婦	30945
7393	夫	39409
7394	婿	39409
7395	夭	42518
7396	折	42518
7397	央	42490
7398	求	42490
7399	失	41507
7400	事	41507
7401	失	41468
7402	傳	41468
7403	失	36808
7404	利	36808
7405	失	33169
7406	去	33169
7407	失	41509
7408	守	41509
7409	失	36781
7410	常	36781
7411	失	41522
7412	序	41522
7413	失	36845
7414	意	36845
7415	失	41515
7416	態	41515
7417	失	31269
7418	戀	31269
7419	失	41511
7420	手	41511
7421	失	36804
7422	控	36804
7423	失	41469
7424	措	41469
7425	失	30660
7426	敗	30660
7427	失	36816
7428	明	36816
7429	失	31273
7430	望	31273
7431	失	33184
7432	業	33184
7433	失	36795
7434	火	36795
7435	失	36814
7436	眠	36814
7437	失	36809
7438	禮	36809
7439	失	41505
7440	聲	41505
7441	失	41528
7442	職	41528
7443	失	41503
7444	色	41503
7445	失	36811
7446	落	36811
7447	失	36794
7448	衡	36794
7449	失	36831
7450	調	36831
7451	失	41536
7452	足	41536
7453	失	33192
7454	蹤	33192
7455	夷	42572
7456	平	42572
7457	夾	32373
7458	夾	39939
7459	帶	39939
7460	夾	39943
7461	擊	39943
7462	夾	39940
7463	攻	39940
7464	夾	35473
7465	雜	35473
7466	奄	42480
7468	一	42480
7469	息	42480
7470	奇	41022
7471	事	41022
7472	奇	32917
7473	妙	32917
7474	奇	41001
7475	幻	41001
7476	奇	29360
7477	怪	29360
7478	奇	36348
7479	才	36348
7480	奇	39914
7481	數	39914
7482	奇	41005
7483	景	41005
7484	奇	32921
7485	特	32921
7486	奇	32925
7487	異	32925
7488	奇	40999
7489	觀	40999
7490	奇	32913
7491	蹟	32913
7492	奇	41039
7493	遇	41039
7494	奈	40783
7495	何	40783
7496	奉	39345
7497	奉	39363
7498	勸	39363
7499	奉	34949
7500	命	34949
7501	奉	39347
7502	承	39347
7503	奉	34958
7504	獻	34958
7505	奉	34960
7506	行	34960
7507	奉	39372
7508	養	39372
7509	奏	43229
7510	摺	43229
7511	奏	38248
7512	效	38248
7513	奏	43228
7514	章	43228
7515	契	41000
7516	合	41000
7517	契	36363
7518	機	36363
7519	契	36388
7520	約	36388
7521	奔	38423
7522	放	38423
7523	奔	34213
7524	波	34213
7525	奔	38424
7526	流	38424
7527	奔	34221
7528	走	34221
7529	奔	34216
7530	跑	34216
7531	奔	38427
7532	逃	38427
7533	奔	34214
7534	馳	34214
7535	奔	38428
7536	騰	38428
7537	套	29808
7538	套	33306
7539	房	33306
7540	套	37049
7541	用	37049
7542	套	30029
7543	餐	30029
7544	奚	42123
7545	落	42123
7546	奠	39083
7547	基	39083
7548	奠	34721
7549	定	34721
7550	奢	36706
7551	侈	36706
7552	奢	41370
7553	望	41370
7554	奢	36707
7555	華	36707
7556	奧	38327
7557	妙	38327
7558	奧	34158
7559	祕	34158
7560	奪	34812
7561	取	34812
7562	奪	39200
7563	目	39200
7564	奪	34808
7565	魁	34808
7566	奮	39311
7567	不	39311
7568	顧	39311
7569	身	39311
7570	奮	34920
7571	力	34920
7572	奮	39343
7573	勇	39343
7574	奮	34932
7575	戰	34932
7576	奮	39315
7577	發	39315
7578	奮	39332
7579	起	39332
7580	奮	34917
7581	鬥	34917
7582	女	29149
7583	女	28939
7584	兒	28939
7585	女	31174
7586	士	31174
7587	女	32840
7588	婿	32840
7589	女	31175
7590	子	31175
7591	女	30438
7592	性	30438
7593	女	29565
7594	生	29565
7595	女	36227
7596	神	36227
7597	女	36224
7598	郎	36224
7599	奴	40844
7600	役	40844
7601	奴	40840
7602	才	40840
7603	奴	36225
7604	隸	36225
7605	奶	29560
7607	奶	30721
7608	油	30721
7609	奶	29559
7610	茶	29559
7611	奸	35480
7612	奸	39978
7613	臣	39978
7614	奸	40015
7615	詐	40015
7616	她	28970
7617	好	28891
7618	好	30210
7619	好	35233
7620	似	35233
7621	好	29301
7622	像	29301
7623	好	30987
7624	動	30987
7625	好	39681
7626	受	39681
7627	好	32257
7628	在	32257
7629	好	30776
7630	奇	30776
7631	好	32253
7632	奇	32253
7633	心	32253
7634	好	30988
7635	學	30988
7636	好	32252
7637	客	32252
7638	好	32255
7639	心	32255
7640	好	35234
7641	惡	35234
7642	好	32256
7643	意	32256
7644	好	35235
7645	意	35235
7646	思	35235
7647	好	32251
7648	感	32251
7649	好	32254
7650	手	32254
7651	好	39669
7652	歹	39669
7653	好	32250
7654	比	32250
7655	好	35228
7656	漢	35228
7657	好	39680
7658	生	39680
7659	好	39670
7660	端	39670
7662	好	39679
7663	色	39679
7664	好	29714
7665	處	29714
7666	好	35232
7667	評	35232
7668	好	39683
7669	說	39683
7670	好	32258
7671	轉	32258
7672	好	39686
7673	逸	39686
7674	惡	39686
7675	勞	39686
7676	好	30989
7677	運	30989
7678	如	31233
7679	今	31233
7680	如	33069
7681	何	33069
7682	如	41269
7683	出	41269
7684	一	41269
7685	轍	41269
7686	如	33070
7687	同	33070
7688	如	41276
7689	實	41276
7690	如	41268
7691	常	41268
7692	如	41282
7693	影	41282
7694	隨	41282
7695	形	41282
7696	如	33072
7697	意	33072
7698	如	41279
7699	數	41279
7700	家	41279
7701	珍	41279
7702	如	41275
7703	日	41275
7704	中	41275
7705	天	41275
7706	如	36616
7707	期	36616
7708	如	29369
7709	果	29369
7710	如	33068
7711	此	33068
7712	如	41271
7713	法	41271
7714	炮	41271
7715	製	41271
7716	如	41272
7717	火	41272
7719	荼	41272
7720	如	41277
7721	釋	41277
7722	重	41277
7723	負	41277
7724	如	36621
7725	願	36621
7726	如	41283
7727	願	41283
7728	以	41283
7729	償	41283
7730	妄	37219
7731	想	37219
7732	妒	39157
7733	忌	39157
7734	妓	35419
7735	女	35419
7736	妖	37666
7737	怪	37666
7738	妙	32771
7739	妙	40713
7740	用	40713
7741	妙	40709
7742	計	40709
7743	妝	34079
7744	妥	37180
7745	協	37180
7746	妥	37177
7747	善	37177
7748	妥	37174
7749	當	37174
7750	妨	34879
7751	礙	34879
7752	妳	28935
7753	妹	28923
7755	妻	31201
7756	子	31201
7757	妾	41106
7758	姊	28900
7760	始	41537
7761	作	41537
7762	俑	41537
7763	者	41537
7764	始	41492
7765	料	41492
7766	未	41492
7767	及	41492
7768	始	41495
7769	末	41495
7770	始	41535
7771	祖	41535
7772	始	33189
